score
11.0
2.0
63.0
30.0
69.0
69.0
48.0
93.0
59.0
61.0
61.0
21.0
1.0
78.0
52.0
1.0
97.0
32.0
79.0
87.0
29.0
100.0
72.0
45.0
99.0
20.0
94.0
47.0
86.0
100.0
29.0
82.0
79.0
82.0
1.0
67.0
25.0
99.0
19.0
53.0
98.0
68.0
67.0
1.0
79.0
6.0
18.0
55.0
100.0
59.0
86.0
48.0
54.0
20.0
33.0
19.0
59.0
49.0
52.0
83.0
48.0
40.0
52.0
89.0
20.0
22.0
87.0
51.0
100.0
100.0
54.0
79.0
100.0
78.0
93.0
98.0
94.0
69.0
25.0
67.0
88.0
89.0
61.0
67.0
19.0
32.0
100.0
54.0
73.0
84.0
20.0
13.0
86.0
33.0
74.0
68.0
89.0
63.0
43.0
99.0
18.0
64.0
3.0
67.0
100.0
96.0
1.0
67.0
61.0
27.0
8.0
83.0
18.0
64.0
13.0
53.0
100.0
33.0
91.0
62.0
99.0
27.0
37.0
83.0
80.0
55.0
100.0
27.0
30.0
33.0
100.0
23.0
78.0
1.0
100.0
97.0
32.0
85.0
91.0
99.0
100.0
35.0
52.0
35.0
100.0
53.0
32.0
100.0
80.0
54.0
92.0
51.0
100.0
55.0
76.0
49.0
52.0
46.0
53.0
88.0
1.0
75.0
10.0
100.0
95.0
100.0
26.0
78.0
48.0
71.0
95.0
65.0
32.0
33.0
1.0
59.0
89.0
33.0
99.0
95.0
62.0
85.0
87.0
19.0
11.0
84.0
77.0
74.0
96.0
52.0
70.0
16.0
76.0
79.0
98.0
37.0
86.0
53.0
100.0
73.0
76.0
86.0
94.0
36.0
53.0
37.0
52.0
93.0
48.0
21.0
28.0
83.0
79.0
31.0
44.0
11.0
14.0
57.0
7.0
33.0
62.0
57.0
82.0
69.0
53.0
81.0
99.0
9.0
55.0
74.0
40.0
84.0
77.0
67.0
1.0
43.0
79.0
83.0
75.0
96.0
38.0
50.0
90.0
81.0
72.0
93.0
25.0
76.0
10.0
78.0
61.0
90.0
93.0
41.0
47.0
77.0
88.0
45.0
74.0
76.0
89.0
23.0
84.0
86.0
24.0
80.0
2.0
45.0
51.0
61.0
33.0
4.0
17.0
90.0
56.0
41.0
82.0
98.0
56.0
57.0
82.0
90.0
81.0
89.0
28.0
26.0
76.0
63.0
55.0
59.0
11.0
100.0
73.0
100.0
75.0
71.0
58.0
91.0
32.0
9.0
100.0
53.0
67.0
61.0
14.0
73.0
76.0
41.0
66.0
1.0
87.0
14.0
81.0
73.0
66.0
58.0
3.0
92.0
7.0
72.0
24.0
24.0
56.0
49.0
65.0
52.0
93.0
32.0
68.0
78.0
97.0
32.0
73.0
56.0
59.0
18.0
64.0
94.0
33.0
83.0
95.0
100.0
40.0
58.0
73.0
100.0
53.0
96.0
73.0
81.0
100.0
1.0
53.0
39.0
93.0
55.0
73.0
86.0
70.0
60.0
33.0
28.0
100.0
34.0
92.0
2.0
87.0
75.0
26.0
65.0
92.0
65.0
78.0
15.0
81.0
65.0
85.0
11.0
89.0
96.0
6.0
8.0
100.0
83.0
86.0
54.0
97.0
43.0
13.0
63.0
64.0
98.0
62.0
47.0
96.0
3.0
60.0
73.0
6.0
74.0
100.0
59.0
85.0
48.0
39.0
44.0
63.0
85.0
42.0
26.0
86.0
86.0
82.0
84.0
73.0
86.0
70.0
66.0
18.0
100.0
88.0
97.0
95.0
80.0
8.0
49.0
100.0
65.0
57.0
97.0
41.0
46.0
100.0
92.0
61.0
28.0
4.0
61.0
100.0
64.0
6.0
21.0
54.0
70.0
59.0
73.0
90.0
84.0
40.0
56.0
63.0
49.0
80.0
28.0
1.0
79.0
61.0
63.0
68.0
89.0
27.0
29.0
70.0
55.0
72.0
38.0
32.0
99.0
67.0
80.0
90.0
62.0
72.0
54.0
88.0
45.0
94.0
84.0
9.0
81.0
67.0
54.0
75.0
39.0
93.0
35.0
70.0
100.0
88.0
45.0
9.0
68.0
76.0
43.0
69.0
33.0
24.0
97.0
84.0
71.0
95.0
88.0
49.0
57.0
84.0
28.0
68.0
97.0
93.0
79.0
43.0
3.0
41.0
60.0
83.0
88.0
30.0
29.0
81.0
81.0
88.0
83.0
34.0
58.0
58.0
100.0
54.0
98.0
73.0
45.0
16.0
86.0
64.0
72.0
65.0
84.0
98.0
85.0
58.0
100.0
18.0
9.0
60.0
89.0
84.0
70.0
78.0
64.0
61.0
56.0
93.0
16.0
89.0
61.0
32.0
82.0
69.0
70.0
95.0
65.0
60.0
24.0
67.0
55.0
88.0
56.0
27.0
72.0
72.0
50.0
2.0
58.0
41.0
76.0
98.0
29.0
68.0
100.0
83.0
7.0
39.0
99.0
20.0
55.0
70.0
85.0
50.0
99.0
36.0
67.0
34.0
44.0
96.0
19.0
48.0
62.0
80.0
52.0
35.0
29.0
57.0
49.0
88.0
58.0
63.0
55.0
42.0
77.0
52.0
93.0
85.0
64.0
62.0
30.0
100.0
89.0
29.0
29.0
83.0
65.0
71.0
59.0
67.0
10.0
34.0
84.0
72.0
100.0
45.0
76.0
87.0
78.0
56.0
50.0
31.0
73.0
70.0
63.0
86.0
95.0
82.0
13.0
9.0
6.0
2.0
58.0
64.0
72.0
100.0
71.0
100.0
93.0
73.0
24.0
59.0
98.0
72.0
100.0
93.0
95.0
10.0
97.0
35.0
81.0
29.0
76.0
65.0
41.0
99.0
80.0
82.0
5.0
92.0
22.0
64.0
18.0
87.0
56.0
66.0
100.0
100.0
96.0
40.0
58.0
62.0
46.0
45.0
51.0
34.0
61.0
97.0
91.0
5.0
29.0
91.0
11.0
61.0
31.0
38.0
5.0
64.0
76.0
28.0
100.0
26.0
32.0
52.0
99.0
63.0
94.0
35.0
70.0
62.0
36.0
56.0
51.0
83.0
77.0
82.0
77.0
96.0
76.0
1.0
75.0
70.0
94.0
51.0
57.0
74.0
89.0
58.0
14.0
65.0
100.0
94.0
95.0
68.0
9.0
91.0
90.0
88.0
14.0
33.0
66.0
72.0
60.0
1.0
100.0
62.0
81.0
67.0
63.0
92.0
73.0
38.0
19.0
76.0
80.0
92.0
87.0
10.0
72.0
88.0
6.0
29.0
22.0
62.0
62.0
66.0
96.0
57.0
84.0
98.0
93.0
100.0
63.0
6.0
63.0
48.0
87.0
44.0
77.0
1.0
61.0
99.0
100.0
70.0
100.0
77.0
78.0
13.0
39.0
41.0
7.0
19.0
44.0
43.0
94.0
80.0
21.0
2.0
73.0
10.0
34.0
84.0
69.0
50.0
79.0
92.0
35.0
15.0
58.0
100.0
1.0
37.0
89.0
85.0
83.0
49.0
99.0
87.0
100.0
55.0
21.0
76.0
66.0
3.0
18.0
80.0
92.0
77.0
84.0
35.0
72.0
64.0
11.0
88.0
72.0
69.0
100.0
73.0
100.0
89.0
79.0
91.0
55.0
63.0
79.0
65.0
18.0
76.0
54.0
17.0
71.0
28.0
25.0
91.0
58.0
34.0
71.0
43.0
34.0
91.0
75.0
45.0
99.0
80.0
93.0
18.0
71.0
70.0
86.0
1.0
95.0
92.0
100.0
54.0
17.0
14.0
93.0
73.0
3.0
54.0
100.0
34.0
99.0
74.0
70.0
4.0
77.0
29.0
67.0
90.0
46.0
34.0
24.0
77.0
70.0
89.0
100.0
7.0
97.0
13.0
100.0
61.0
57.0
15.0
62.0
15.0
11.0
100.0
88.0
47.0
72.0
1.0
81.0
41.0
49.0
1.0
47.0
52.0
64.0
82.0
100.0
30.0
27.0
74.0
51.0
36.0
24.0
95.0
98.0
83.0
8.0
49.0
48.0
55.0
42.0
31.0
84.0
53.0
68.0
100.0
99.0
86.0
58.0
44.0
71.0
10.0
27.0
100.0
72.0
11.0
17.0
38.0
77.0
100.0
12.0
17.0
61.0
74.0
6.0
15.0
1.0
48.0
100.0
93.0
90.0
49.0
73.0
93.0
90.0
99.0
50.0
86.0
100.0
24.0
88.0
72.0
98.0
68.0
56.0
57.0
55.0
50.0
20.0
88.0
26.0
98.0
3.0
17.0
91.0
85.0
61.0
42.0
92.0
75.0
9.0
43.0
90.0
68.0
54.0
50.0
52.0
50.0
83.0
75.0
74.0
22.0
12.0
72.0
2.0
38.0
80.0
47.0
46.0
100.0
93.0
49.0
72.0
29.0
9.0
65.0
99.0
51.0
78.0
53.0
71.0
88.0
66.0
22.0
63.0
1.0
96.0
59.0
57.0
53.0
71.0
65.0
96.0
59.0
1.0
74.0
79.0
99.0
97.0
100.0
43.0
61.0
12.0
99.0
20.0
16.0
69.0
69.0
72.0
50.0
45.0
7.0
84.0
4.0
56.0
13.0
47.0
70.0
77.0
100.0
90.0
100.0
51.0
79.0
100.0
69.0
48.0
99.0
78.0
73.0
1.0
5.0
61.0
87.0
54.0
39.0
13.0
37.0
25.0
5.0
63.0
17.0
62.0
100.0
80.0
36.0
25.0
7.0
71.0
95.0
5.0
53.0
60.0
92.0
100.0
29.0
92.0
5.0
12.0
46.0
2.0
100.0
72.0
81.0
76.0
43.0
65.0
60.0
100.0
71.0
43.0
69.0
90.0
49.0
35.0
34.0
30.0
72.0
83.0
61.0
78.0
33.0
94.0
19.0
49.0
35.0
70.0
91.0
100.0
95.0
89.0
32.0
2.0
95.0
93.0
71.0
19.0
28.0
81.0
76.0
13.0
100.0
99.0
54.0
36.0
98.0
50.0
48.0
71.0
87.0
90.0
68.0
16.0
100.0
54.0
78.0
50.0
26.0
17.0
82.0
38.0
33.0
98.0
13.0
81.0
73.0
100.0
46.0
44.0
12.0
69.0
83.0
99.0
71.0
3.0
59.0
59.0
5.0
78.0
99.0
54.0
1.0
46.0
99.0
31.0
48.0
29.0
42.0
91.0
99.0
37.0
41.0
41.0
49.0
56.0
91.0
7.0
14.0
45.0
92.0
56.0
59.0
41.0
85.0
100.0
51.0
53.0
100.0
80.0
64.0
47.0
44.0
94.0
14.0
63.0
66.0
78.0
58.0
91.0
77.0
34.0
96.0
65.0
75.0
69.0
30.0
52.0
58.0
99.0
80.0
95.0
92.0
18.0
18.0
7.0
67.0
88.0
64.0
95.0
7.0
79.0
25.0
67.0
91.0
64.0
60.0
15.0
35.0
56.0
82.0
63.0
96.0
90.0
65.0
1.0
30.0
33.0
95.0
100.0
95.0
56.0
69.0
23.0
100.0
88.0
60.0
31.0
82.0
74.0
83.0
33.0
73.0
58.0
85.0
18.0
98.0
99.0
44.0
83.0
19.0
94.0
57.0
52.0
38.0
38.0
49.0
9.0
61.0
80.0
27.0
44.0
32.0
34.0
6.0
44.0
77.0
23.0
70.0
86.0
87.0
73.0
85.0
60.0
89.0
65.0
42.0
100.0
37.0
24.0
57.0
10.0
19.0
79.0
78.0
100.0
2.0
83.0
4.0
83.0
51.0
91.0
39.0
88.0
87.0
74.0
43.0
67.0
86.0
71.0
88.0
84.0
78.0
88.0
32.0
62.0
100.0
22.0
93.0
24.0
22.0
55.0
93.0
36.0
86.0
46.0
99.0
81.0
90.0
26.0
75.0
14.0
48.0
45.0
48.0
43.0
36.0
84.0
100.0
31.0
45.0
43.0
77.0
95.0
21.0
90.0
100.0
81.0
85.0
71.0
44.0
82.0
27.0
9.0
93.0
1.0
90.0
66.0
82.0
23.0
64.0
23.0
42.0
30.0
56.0
36.0
32.0
55.0
94.0
54.0
71.0
66.0
64.0
54.0
55.0
73.0
77.0
4.0
65.0
31.0
100.0
98.0
100.0
100.0
39.0
69.0
100.0
87.0
84.0
32.0
100.0
32.0
73.0
59.0
1.0
89.0
100.0
94.0
79.0
73.0
20.0
81.0
5.0
21.0
99.0
75.0
82.0
20.0
100.0
100.0
19.0
98.0
59.0
86.0
23.0
46.0
77.0
77.0
97.0
89.0
89.0
9.0
44.0
11.0
46.0
74.0
72.0
55.0
30.0
69.0
85.0
10.0
19.0
92.0
92.0
99.0
8.0
1.0
32.0
89.0
28.0
93.0
92.0
44.0
16.0
4.0
35.0
50.0
55.0
44.0
68.0
24.0
89.0
23.0
100.0
80.0
80.0
100.0
70.0
4.0
49.0
59.0
38.0
28.0
71.0
89.0
91.0
65.0
92.0
86.0
85.0
81.0
37.0
67.0
73.0
18.0
74.0
86.0
70.0
73.0
100.0
33.0
65.0
78.0
69.0
100.0
44.0
57.0
56.0
70.0
69.0
83.0
84.0
44.0
62.0
41.0
93.0
52.0
50.0
92.0
60.0
20.0
45.0
81.0
37.0
98.0
42.0
13.0
100.0
79.0
16.0
86.0
100.0
36.0
33.0
87.0
37.0
16.0
30.0
27.0
81.0
83.0
6.0
93.0
78.0
49.0
56.0
64.0
98.0
99.0
97.0
80.0
18.0
6.0
14.0
87.0
1.0
100.0
68.0
99.0
47.0
3.0
80.0
43.0
17.0
56.0
41.0
100.0
92.0
58.0
72.0
96.0
88.0
20.0
26.0
12.0
95.0
16.0
74.0
100.0
1.0
60.0
100.0
84.0
100.0
94.0
34.0
77.0
50.0
92.0
17.0
7.0
48.0
42.0
37.0
17.0
30.0
85.0
100.0
4.0
67.0
57.0
55.0
36.0
80.0
2.0
57.0
19.0
90.0
24.0
75.0
97.0
66.0
31.0
98.0
25.0
9.0
54.0
86.0
68.0
37.0
90.0
57.0
100.0
47.0
82.0
10.0
73.0
81.0
34.0
84.0
73.0
65.0
49.0
71.0
94.0
96.0
100.0
48.0
35.0
73.0
16.0
3.0
25.0
34.0
70.0
94.0
52.0
95.0
59.0
24.0
34.0
94.0
53.0
41.0
57.0
54.0
44.0
74.0
40.0
100.0
87.0
91.0
61.0
67.0
100.0
51.0
58.0
28.0
54.0
32.0
20.0
67.0
78.0
54.0
15.0
8.0
95.0
53.0
57.0
2.0
53.0
71.0
67.0
17.0
86.0
67.0
21.0
100.0
13.0
98.0
100.0
91.0
82.0
97.0
98.0
66.0
75.0
1.0
85.0
80.0
60.0
100.0
75.0
81.0
70.0
53.0
65.0
12.0
99.0
55.0
35.0
96.0
43.0
94.0
87.0
70.0
100.0
72.0
71.0
79.0
99.0
1.0
65.0
77.0
24.0
78.0
87.0
82.0
61.0
30.0
90.0
55.0
1.0
53.0
91.0
24.0
57.0
67.0
41.0
73.0
88.0
85.0
28.0
2.0
78.0
7.0
97.0
99.0
92.0
74.0
100.0
17.0
59.0
29.0
62.0
2.0
81.0
94.0
81.0
45.0
75.0
69.0
22.0
100.0
94.0
75.0
41.0
85.0
18.0
41.0
44.0
95.0
60.0
78.0
14.0
93.0
83.0
97.0
53.0
24.0
1.0
71.0
99.0
92.0
6.0
70.0
79.0
42.0
68.0
80.0
82.0
50.0
19.0
81.0
60.0
100.0
100.0
63.0
76.0
74.0
37.0
55.0
94.0
66.0
96.0
66.0
48.0
34.0
100.0
96.0
59.0
42.0
100.0
98.0
79.0
7.0
22.0
48.0
80.0
54.0
46.0
100.0
27.0
87.0
86.0
59.0
41.0
79.0
72.0
85.0
75.0
62.0
100.0
77.0
67.0
58.0
81.0
95.0
100.0
94.0
49.0
24.0
83.0
71.0
25.0
50.0
88.0
49.0
64.0
38.0
72.0
73.0
34.0
23.0
95.0
78.0
73.0
94.0
72.0
80.0
11.0
70.0
100.0
70.0
100.0
100.0
43.0
100.0
86.0
100.0
52.0
64.0
19.0
49.0
95.0
74.0
3.0
66.0
56.0
38.0
32.0
82.0
66.0
5.0
89.0
50.0
64.0
92.0
100.0
22.0
34.0
90.0
86.0
100.0
80.0
8.0
93.0
70.0
24.0
80.0
69.0
42.0
14.0
70.0
71.0
98.0
51.0
56.0
50.0
1.0
100.0
17.0
61.0
25.0
94.0
62.0
100.0
28.0
58.0
100.0
88.0
100.0
76.0
15.0
93.0
85.0
17.0
66.0
64.0
42.0
69.0
98.0
87.0
91.0
98.0
34.0
84.0
52.0
65.0
95.0
82.0
1.0
94.0
100.0
15.0
79.0
35.0
1.0
98.0
8.0
12.0
69.0
87.0
75.0
74.0
8.0
57.0
18.0
98.0
89.0
76.0
92.0
37.0
78.0
69.0
89.0
63.0
55.0
59.0
24.0
40.0
70.0
74.0
18.0
80.0
44.0
44.0
78.0
44.0
90.0
88.0
60.0
79.0
80.0
39.0
100.0
23.0
72.0
96.0
66.0
100.0
79.0
64.0
15.0
88.0
38.0
66.0
30.0
40.0
86.0
36.0
88.0
80.0
84.0
32.0
38.0
56.0
20.0
99.0
60.0
68.0
26.0
36.0
1.0
1.0
84.0
100.0
90.0
100.0
100.0
90.0
39.0
12.0
87.0
98.0
61.0
76.0
81.0
68.0
100.0
7.0
22.0
29.0
1.0
4.0
47.0
2.0
99.0
44.0
94.0
64.0
60.0
34.0
54.0
58.0
30.0
35.0
8.0
75.0
3.0
100.0
66.0
94.0
34.0
7.0
6.0
79.0
27.0
85.0
100.0
62.0
3.0
3.0
44.0
67.0
100.0
60.0
95.0
100.0
86.0
64.0
3.0
23.0
93.0
100.0
86.0
1.0
92.0
20.0
88.0
75.0
100.0
100.0
74.0
79.0
60.0
29.0
59.0
95.0
96.0
6.0
71.0
3.0
65.0
68.0
39.0
62.0
39.0
56.0
20.0
66.0
41.0
81.0
44.0
9.0
68.0
83.0
95.0
63.0
22.0
81.0
29.0
1.0
82.0
60.0
91.0
81.0
22.0
73.0
4.0
58.0
26.0
75.0
21.0
25.0
99.0
95.0
97.0
33.0
70.0
46.0
2.0
63.0
98.0
94.0
58.0
44.0
71.0
34.0
26.0
87.0
74.0
57.0
72.0
50.0
69.0
15.0
95.0
71.0
79.0
80.0
20.0
22.0
50.0
86.0
62.0
38.0
64.0
62.0
27.0
83.0
54.0
88.0
97.0
100.0
18.0
50.0
68.0
88.0
2.0
1.0
67.0
76.0
61.0
68.0
100.0
68.0
51.0
1.0
56.0
78.0
24.0
65.0
37.0
96.0
75.0
50.0
47.0
32.0
18.0
30.0
47.0
58.0
54.0
18.0
91.0
32.0
53.0
100.0
86.0
92.0
64.0
98.0
68.0
80.0
76.0
33.0
53.0
100.0
67.0
97.0
5.0
85.0
5.0
2.0
5.0
5.0
85.0
88.0
66.0
71.0
20.0
77.0
30.0
64.0
7.0
84.0
100.0
86.0
100.0
8.0
100.0
83.0
92.0
1.0
35.0
44.0
66.0
81.0
82.0
100.0
12.0
56.0
71.0
84.0
1.0
93.0
39.0
42.0
84.0
61.0
34.0
76.0
60.0
74.0
77.0
1.0
12.0
97.0
64.0
3.0
57.0
60.0
77.0
88.0
100.0
55.0
4.0
100.0
27.0
17.0
95.0
92.0
100.0
55.0
86.0
48.0
81.0
36.0
54.0
11.0
60.0
96.0
66.0
61.0
59.0
51.0
55.0
36.0
100.0
66.0
100.0
89.0
74.0
83.0
43.0
61.0
68.0
10.0
63.0
62.0
20.0
37.0
60.0
42.0
25.0
18.0
92.0
98.0
87.0
82.0
69.0
81.0
74.0
54.0
94.0
59.0
9.0
100.0
76.0
5.0
62.0
69.0
3.0
39.0
31.0
99.0
91.0
93.0
67.0
39.0
71.0
98.0
64.0
44.0
100.0
100.0
60.0
60.0
63.0
45.0
63.0
78.0
65.0
98.0
90.0
100.0
74.0
78.0
83.0
30.0
67.0
49.0
15.0
9.0
87.0
84.0
77.0
63.0
34.0
18.0
100.0
85.0
79.0
31.0
6.0
20.0
52.0
58.0
2.0
100.0
76.0
49.0
95.0
61.0
80.0
20.0
83.0
78.0
19.0
8.0
32.0
58.0
64.0
73.0
88.0
78.0
17.0
95.0
63.0
38.0
53.0
50.0
33.0
5.0
88.0
87.0
12.0
47.0
51.0
89.0
43.0
83.0
21.0
40.0
69.0
25.0
2.0
77.0
95.0
75.0
59.0
89.0
98.0
44.0
58.0
96.0
69.0
78.0
92.0
8.0
78.0
81.0
83.0
78.0
30.0
74.0
25.0
78.0
1.0
100.0
100.0
55.0
79.0
59.0
100.0
36.0
13.0
2.0
94.0
100.0
100.0
18.0
38.0
2.0
93.0
40.0
1.0
88.0
83.0
82.0
14.0
60.0
68.0
62.0
28.0
26.0
70.0
68.0
69.0
69.0
100.0
92.0
69.0
20.0
65.0
98.0
48.0
91.0
38.0
39.0
27.0
12.0
10.0
93.0
31.0
96.0
100.0
20.0
49.0
60.0
96.0
84.0
49.0
37.0
7.0
20.0
25.0
57.0
70.0
73.0
1.0
79.0
72.0
36.0
62.0
100.0
96.0
91.0
46.0
31.0
61.0
3.0
72.0
69.0
41.0
61.0
2.0
78.0
16.0
100.0
31.0
45.0
57.0
56.0
39.0
75.0
53.0
29.0
87.0
91.0
50.0
22.0
100.0
13.0
5.0
57.0
91.0
41.0
11.0
56.0
85.0
70.0
90.0
15.0
86.0
92.0
47.0
91.0
59.0
56.0
27.0
93.0
72.0
32.0
68.0
1.0
100.0
89.0
74.0
63.0
74.0
87.0
71.0
34.0
6.0
22.0
75.0
72.0
100.0
100.0
71.0
8.0
89.0
100.0
77.0
20.0
94.0
63.0
7.0
83.0
1.0
42.0
88.0
1.0
38.0
49.0
53.0
90.0
39.0
20.0
86.0
73.0
100.0
2.0
82.0
59.0
98.0
75.0
2.0
16.0
93.0
13.0
83.0
97.0
21.0
80.0
88.0
99.0
85.0
92.0
29.0
2.0
81.0
81.0
74.0
23.0
48.0
87.0
20.0
71.0
90.0
3.0
57.0
100.0
71.0
62.0
60.0
39.0
26.0
26.0
66.0
29.0
40.0
100.0
45.0
98.0
18.0
93.0
56.0
61.0
5.0
59.0
17.0
78.0
93.0
93.0
88.0
100.0
75.0
57.0
69.0
88.0
45.0
95.0
42.0
75.0
92.0
93.0
76.0
100.0
55.0
97.0
69.0
42.0
4.0
54.0
73.0
71.0
43.0
15.0
41.0
5.0
62.0
90.0
82.0
33.0
86.0
93.0
62.0
100.0
63.0
28.0
33.0
91.0
40.0
1.0
70.0
40.0
79.0
72.0
28.0
13.0
76.0
34.0
44.0
13.0
13.0
70.0
45.0
7.0
69.0
86.0
72.0
8.0
77.0
53.0
36.0
100.0
80.0
62.0
100.0
89.0
76.0
36.0
55.0
88.0
32.0
51.0
93.0
46.0
65.0
49.0
53.0
20.0
100.0
66.0
68.0
76.0
93.0
76.0
67.0
83.0
80.0
53.0
89.0
1.0
56.0
87.0
41.0
83.0
100.0
28.0
78.0
91.0
100.0
33.0
80.0
15.0
32.0
64.0
75.0
71.0
88.0
20.0
63.0
69.0
8.0
9.0
71.0
62.0
3.0
33.0
95.0
33.0
63.0
8.0
75.0
84.0
1.0
48.0
52.0
53.0
2.0
59.0
73.0
96.0
1.0
96.0
5.0
94.0
7.0
6.0
100.0
60.0
75.0
96.0
77.0
93.0
85.0
92.0
99.0
63.0
62.0
51.0
100.0
58.0
99.0
93.0
40.0
98.0
6.0
83.0
26.0
74.0
62.0
79.0
65.0
74.0
31.0
95.0
38.0
71.0
34.0
41.0
59.0
87.0
74.0
66.0
40.0
19.0
58.0
27.0
76.0
100.0
71.0
13.0
94.0
39.0
76.0
54.0
31.0
16.0
97.0
80.0
83.0
59.0
95.0
5.0
84.0
37.0
71.0
78.0
59.0
13.0
79.0
92.0
48.0
83.0
48.0
37.0
97.0
7.0
79.0
57.0
81.0
19.0
78.0
66.0
2.0
99.0
55.0
4.0
74.0
82.0
16.0
9.0
63.0
93.0
17.0
55.0
41.0
37.0
99.0
53.0
22.0
10.0
80.0
85.0
68.0
19.0
83.0
99.0
91.0
60.0
100.0
31.0
9.0
54.0
97.0
48.0
98.0
21.0
44.0
93.0
23.0
73.0
84.0
19.0
100.0
72.0
95.0
53.0
90.0
91.0
99.0
97.0
54.0
7.0
1.0
50.0
63.0
82.0
53.0
60.0
95.0
93.0
36.0
99.0
83.0
76.0
88.0
2.0
60.0
50.0
93.0
90.0
58.0
25.0
63.0
84.0
81.0
88.0
100.0
83.0
34.0
100.0
82.0
28.0
55.0
82.0
29.0
81.0
56.0
37.0
67.0
86.0
23.0
90.0
62.0
34.0
4.0
68.0
78.0
37.0
18.0
92.0
64.0
74.0
20.0
1.0
86.0
87.0
84.0
